"model","log_marginal","post_prob","rep","n","tau_label","tau_sd","seed","true_model","chosen_model","correct"
"int13",-34.8870341077132,2.79110732120826e-17,10,100,"small",0.1,200110,"int12_3","x1",0
"int14",-34.949400679395,2.62235255000576e-17,10,100,"small",0.1,200110,"int12_3","x1",0
"int34_1",-36.5610116928399,5.23332020080578e-18,10,100,"small",0.1,200110,"int12_3","x1",0
"int13_4",-37.9080616912783,1.36069543163399e-18,10,100,"small",0.1,200110,"int12_3","x1",0
"int14_3",-38.3920624234972,8.38613944248575e-19,10,100,"small",0.1,200110,"int12_3","x1",0
"int123_4",-63.4993823430864,1.04614427565833e-29,10,100,"small",0.1,200110,"int12_3","x1",0
"int124_3",-63.7967589395691,7.77038554999273e-30,10,100,"small",0.1,200110,"int12_3","x1",0
"int34_2",-65.3450162433571,1.65212523393827e-30,10,100,"small",0.1,200110,"int12_3","x1",0
"int23_4",-65.4340725129285,1.51135441160136e-30,10,100,"small",0.1,200110,"int12_3","x1",0
"int24_3",-66.0200731447935,8.41142306940131e-31,10,100,"small",0.1,200110,"int12_3","x1",0
"int234_1",-75.1440838484981,9.1698445996652e-35,10,100,"small",0.1,200110,"int12_3","x1",0
"int134_2",-78.3363810959151,3.76673351824936e-36,10,100,"small",0.1,200110,"int12_3","x1",0
"full",-166.859288473117,1.35193154193048e-74,10,100,"small",0.1,200110,"int12_3","x1",0
"null",-12.99175875527,0.997079537410842,11,100,"small",0.1,200111,"int12_3","null",0
"int12_3",-18.8879241167664,0.00274193858231303,11,100,"small",0.1,200111,"int12_3","null",0
"x3",-21.8211311703693,0.000145942601997129,11,100,"small",0.1,200111,"int12_3","null",0
"x2",-23.340931484896,3.19257563428069e-05,11,100,"small",0.1,200111,"int12_3","null",0
"x1",-27.3972155630046,5.52738101638789e-07,11,100,"small",0.1,200111,"int12_3","null",0
"x4",-29.0830550137623,1.02416193832016e-07,11,100,"small",0.1,200111,"int12_3","null",0
"int12",-34.6361106122986,3.96923879670927e-10,11,100,"small",0.1,200111,"int12_3","null",0
"int12_4",-36.0569777582585,9.58589056442704e-11,11,100,"small",0.1,200111,"int12_3","null",0
"int23_1",-40.7772034963284,8.54406365461885e-13,11,100,"small",0.1,200111,"int12_3","null",0
"int13_2",-41.2156190994824,5.5114135298057e-13,11,100,"small",0.1,200111,"int12_3","null",0
"main",-44.4676194409977,2.13273646544315e-14,11,100,"small",0.1,200111,"int12_3","null",0
"int14_2",-55.7293619280009,2.74172931641641e-19,11,100,"small",0.1,200111,"int12_3","null",0
"int24_1",-55.9690869853531,2.15731372381146e-19,11,100,"small",0.1,200111,"int12_3","null",0
"int23",-56.7125751570853,1.02570033158747e-19,11,100,"small",0.1,200111,"int12_3","null",0
"int13",-57.0354242571528,7.42692286246271e-20,11,100,"small",0.1,200111,"int12_3","null",0
"int34",-58.9003893114443,1.15044240482556e-20,11,100,"small",0.1,200111,"int12_3","null",0
"int24",-59.5325269444138,6.11407828905672e-21,11,100,"small",0.1,200111,"int12_3","null",0
"int14",-60.1424565762056,3.32232352967675e-21,11,100,"small",0.1,200111,"int12_3","null",0
"int34_2",-60.4362826102717,2.47648040939206e-21,11,100,"small",0.1,200111,"int12_3","null",0
"int24_3",-62.3258021592843,3.74306167568295e-22,11,100,"small",0.1,200111,"int12_3","null",0
"int23_4",-62.8883236924594,2.13268633071003e-22,11,100,"small",0.1,200111,"int12_3","null",0
"int34_1",-65.5427796289868,1.5000696339815e-23,11,100,"small",0.1,200111,"int12_3","null",0
"int13_4",-66.3203981535468,6.89280489098913e-24,11,100,"small",0.1,200111,"int12_3","null",0
"int14_3",-66.563441300447,5.40559728618986e-24,11,100,"small",0.1,200111,"int12_3","null",0
"int124_3",-80.2502444563586,6.14809546439683e-30,11,100,"small",0.1,200111,"int12_3","null",0
"int123_4",-81.3123874398157,2.12548363583381e-30,11,100,"small",0.1,200111,"int12_3","null",0
"int134_2",-102.189280853374,1.82279637772576e-39,11,100,"small",0.1,200111,"int12_3","null",0
"int234_1",-102.72911761148,1.06240481837366e-39,11,100,"small",0.1,200111,"int12_3","null",0
"full",-185.449722446127,1.26237333476562e-75,11,100,"small",0.1,200111,"int12_3","null",0
"null",-3.77656913338119,0.999934532440041,12,100,"small",0.1,200112,"int12_3","null",0
"x1",-13.5514435902668,5.68587789532949e-05,12,100,"small",0.1,200112,"int12_3","null",0
"x2",-15.5549383542245,7.66815368539396e-06,12,100,"small",0.1,200112,"int12_3","null",0
"x3",-17.7829341283045,8.26198758517574e-07,12,100,"small",0.1,200112,"int12_3","null",0
"x4",-19.854864011851,1.0405353109384e-07,12,100,"small",0.1,200112,"int12_3","null",0
"int12_3",-22.1626845160689,1.03510191613132e-08,12,100,"small",0.1,200112,"int12_3","null",0
"int12_4",-28.2291184878663,2.4008460564342e-11,12,100,"small",0.1,200112,"int12_3","null",0
"int12",-37.9596295095675,1.42710875656556e-15,12,100,"small",0.1,200112,"int12_3","null",0
"int23_1",-38.589783934089,7.59949059060479e-16,12,100,"small",0.1,200112,"int12_3","null",0
"int13_2",-38.942375904196,5.34140777970804e-16,12,100,"small",0.1,200112,"int12_3","null",0
"main",-38.9571742609091,5.26294570876225e-16,12,100,"small",0.1,200112,"int12_3","null",0
"int14_2",-43.6754207907649,4.70024458538708e-18,12,100,"small",0.1,200112,"int12_3","null",0
"int24_1",-44.2199737490603,2.72661684155349e-18,12,100,"small",0.1,200112,"int12_3","null",0
"int14",-52.4851426266042,7.01627943792233e-22,12,100,"small",0.1,200112,"int12_3","null",0
"int24",-52.8952032282264,4.65607342985009e-22,12,100,"small",0.1,200112,"int12_3","null",0
"int34",-54.2425906122691,1.21019934899961e-22,12,100,"small",0.1,200112,"int12_3","null",0
"int23",-54.5126773260019,9.23761260825852e-23,12,100,"small",0.1,200112,"int12_3","null",0
"int13",-54.8376789833018,6.67441673029684e-23,12,100,"small",0.1,200112,"int12_3","null",0
"int14_3",-57.0335439433189,7.42610839411393e-24,12,100,"small",0.1,200112,"int12_3","null",0
"int13_4",-57.6567390915365,3.9820899876734e-24,12,100,"small",0.1,200112,"int12_3","null",0
"int34_1",-58.6187525583679,1.5216470552312e-24,12,100,"small",0.1,200112,"int12_3","null",0
"int24_3",-59.8706907940589,4.35115007176235e-25,12,100,"small",0.1,200112,"int12_3","null",0
"int34_2",-60.3247345805792,2.76321928593174e-25,12,100,"small",0.1,200112,"int12_3","null",0
"int23_4",-60.4132288571734,2.52919768364232e-25,12,100,"small",0.1,200112,"int12_3","null",0
"int123_4",-83.0813446836999,3.61697208337804e-35,12,100,"small",0.1,200112,"int12_3","null",0
"int124_3",-84.9285286154302,5.70326259417413e-36,12,100,"small",0.1,200112,"int12_3","null",0
"int134_2",-97.8269369691788,1.42697312807426e-41,12,100,"small",0.1,200112,"int12_3","null",0
"int234_1",-99.6038256735568,2.41391979182754e-42,12,100,"small",0.1,200112,"int12_3","null",0
"full",-188.055669572381,9.30197388944126e-81,12,100,"small",0.1,200112,"int12_3","null",0
"int12_3",28.7869062378254,0.782169728973463,13,100,"small",0.1,200113,"int12_3","int12_3",1
"int12_4",27.5085502306113,0.217830176974594,13,100,"small",0.1,200113,"int12_3","int12_3",1
"int12",12.8531710406087,9.40519343197364e-08,13,100,"small",0.1,200113,"int12_3","int12_3",1
"null",-3.47906665345111,7.59218923342934e-15,13,100,"small",0.1,200113,"int12_3","int12_3",1
"x2",-5.27161415422948,1.26436811758488e-15,13,100,"small",0.1,200113,"int12_3","int12_3",1
"main",-11.7091394266009,2.02344699889207e-18,13,100,"small",0.1,200113,"int12_3","int12_3",1
"x1",-12.8162108538627,6.68800857503689e-19,13,100,"small",0.1,200113,"int12_3","int12_3",1
"int14_2",-12.9762786623839,5.69875853028007e-19,13,100,"small",0.1,200113,"int12_3","int12_3",1
"int24_1",-13.4274253978803,3.62952437643501e-19,13,100,"small",0.1,200113,"int12_3","int12_3",1
"int23_1",-13.6867027512684,2.80057362012187e-19,13,100,"small",0.1,200113,"int12_3","int12_3",1
"int13_2",-14.0973460945505,1.85740604935127e-19,13,100,"small",0.1,200113,"int12_3","int12_3",1
"x4",-14.600135455317,1.12343567454212e-19,13,100,"small",0.1,200113,"int12_3","int12_3",1
"x3",-19.5860733607564,7.67684710774907e-22,13,100,"small",0.1,200113,"int12_3","int12_3",1
"int14",-26.5805357445873,7.03925137103559e-25,13,100,"small",0.1,200113,"int12_3","int12_3",1
"int13",-27.3691539338476,3.19914515774632e-25,13,100,"small",0.1,200113,"int12_3","int12_3",1
"int23",-27.420779183613,3.0381791925235e-25,13,100,"small",0.1,200113,"int12_3","int12_3",1
"int24",-27.5516685028762,2.66543978598056e-25,13,100,"small",0.1,200113,"int12_3","int12_3",1
"int34",-27.6345759430474,2.4533676376529e-25,13,100,"small",0.1,200113,"int12_3","int12_3",1
"int124_3",-33.0449368175255,1.09666190946276e-27,13,100,"small",0.1,200113,"int12_3","int12_3",1
"int123_4",-33.0644232505348,1.07549874756898e-27,13,100,"small",0.1,200113,"int12_3","int12_3",1
"int34_2",-46.436354754506,1.67592216358708e-33,13,100,"small",0.1,200113,"int12_3","int12_3",1
"int24_3",-47.2247309692458,7.61844619479709e-34,13,100,"small",0.1,200113,"int12_3","int12_3",1
"int23_4",-48.2208298124716,2.81362473744428e-34,13,100,"small",0.1,200113,"int12_3","int12_3",1
"int14_3",-52.7880894650016,2.9223384291736e-36,13,100,"small",0.1,200113,"int12_3","int12_3",1
"int34_1",-56.2067200257238,9.57278094350692e-38,13,100,"small",0.1,200113,"int12_3","int12_3",1
"int13_4",-58.0482284419917,1.51803287677294e-38,13,100,"small",0.1,200113,"int12_3","int12_3",1
"int134_2",-70.2455433551194,7.65692893875835e-44,13,100,"small",0.1,200113,"int12_3","int12_3",1
"int234_1",-74.8339089750429,7.78668752173467e-46,13,100,"small",0.1,200113,"int12_3","int12_3",1
"full",-135.787435186849,2.62768111945879e-72,13,100,"small",0.1,200113,"int12_3","int12_3",1
"null",-4.28351438896448,0.999864364590333,14,100,"small",0.1,200114,"int12_3","null",0
"x2",-13.2550225578753,0.000126959323079817,14,100,"small",0.1,200114,"int12_3","null",0
"x1",-16.5281900255397,4.81001054671764e-06,14,100,"small",0.1,200114,"int12_3","null",0
"int12_3",-17.3188423883404,2.18157460944382e-06,14,100,"small",0.1,200114,"int12_3","null",0
"x3",-17.6542988828678,1.55985118027611e-06,14,100,"small",0.1,200114,"int12_3","null",0
"x4",-20.356019111645,1.0465042077389e-07,14,100,"small",0.1,200114,"int12_3","null",0
"int12_4",-22.0109361390307,1.99995233800235e-08,14,100,"small",0.1,200114,"int12_3","null",0
"int12",-33.1160405981455,3.00700436353968e-13,14,100,"small",0.1,200114,"int12_3","null",0
"int23_1",-38.2509873801798,1.77033316747826e-15,14,100,"small",0.1,200114,"int12_3","null",0
"main",-38.549831270326,1.3130121763189e-15,14,100,"small",0.1,200114,"int12_3","null",0
"int13_2",-38.5586668442678,1.30146206123701e-15,14,100,"small",0.1,200114,"int12_3","null",0
"int24_1",-39.0030987124629,8.34482444544041e-16,14,100,"small",0.1,200114,"int12_3","null",0
"int14_2",-40.1131796151013,2.74988919230363e-16,14,100,"small",0.1,200114,"int12_3","null",0
"int14",-52.571356612948,1.06855694028515e-21,14,100,"small",0.1,200114,"int12_3","null",0
"int24",-52.6563313314613,9.81507489889195e-22,14,100,"small",0.1,200114,"int12_3","null",0
"int34",-53.8889256088016,2.86144053451542e-22,14,100,"small",0.1,200114,"int12_3","null",0
"int23",-54.158402971868,2.18550695653456e-22,14,100,"small",0.1,200114,"int12_3","null",0
"int13",-54.4896593494502,1.56924002361705e-22,14,100,"small",0.1,200114,"int12_3","null",0
"int34_2",-56.2599738761891,2.67209285723419e-23,14,100,"small",0.1,200114,"int12_3","null",0
"int23_4",-56.6623967727789,1.78682287108601e-23,14,100,"small",0.1,200114,"int12_3","null",0
"int24_3",-56.8062446213809,1.54742345675709e-23,14,100,"small",0.1,200114,"int12_3","null",0
"int14_3",-60.2118173201733,5.13555926098024e-25,14,100,"small",0.1,200114,"int12_3","null",0
"int34_1",-60.6473646661198,3.32224713907019e-25,14,100,"small",0.1,200114,"int12_3","null",0
"int13_4",-62.2129686347998,6.94222638204275e-26,14,100,"small",0.1,200114,"int12_3","null",0
"int124_3",-77.619063835805,1.4148703258119e-32,14,100,"small",0.1,200114,"int12_3","null",0
"int123_4",-80.5345808889763,7.66520316239035e-34,14,100,"small",0.1,200114,"int12_3","null",0
"int134_2",-94.9923912261853,4.03251898067857e-40,14,100,"small",0.1,200114,"int12_3","null",0
"int234_1",-98.5103257188874,1.19607078459844e-41,14,100,"small",0.1,200114,"int12_3","null",0
"full",-181.743817350435,8.50963156642538e-78,14,100,"small",0.1,200114,"int12_3","null",0
"int12_3",19.9205997644263,0.993858345872626,15,100,"small",0.1,200115,"int12_3","int12_3",1
"x1",14.8126021581662,0.00601103580764342,15,100,"small",0.1,200115,"int12_3","int12_3",1
"int12_4",10.9728157855056,0.000129226410666313,15,100,"small",0.1,200115,"int12_3","int12_3",1
"int12",6.26702567522798,1.16856427172813e-06,15,100,"small",0.1,200115,"int12_3","int12_3",1
"int23_1",4.42343010221242,1.84922271561821e-07,15,100,"small",0.1,200115,"int12_3","int12_3",1
"null",2.81827626160208,3.71432382490451e-08,15,100,"small",0.1,200115,"int12_3","int12_3",1
"x3",-0.789779556388879,1.00674859429448e-09,15,100,"small",0.1,200115,"int12_3","int12_3",1
"int13_2",-2.29079668024718,2.24407608622625e-10,15,100,"small",0.1,200115,"int12_3","int12_3",1
"main",-3.83157508311427,4.8071316886973e-11,15,100,"small",0.1,200115,"int12_3","int12_3",1
"int23",-10.9342134727897,3.95593693900139e-14,15,100,"small",0.1,200115,"int12_3","int12_3",1
"x2",-12.5830093292851,7.60652711429094e-15,15,100,"small",0.1,200115,"int12_3","int12_3",1
"x4",-13.2788901415989,3.79288103258223e-15,15,100,"small",0.1,200115,"int12_3","int12_3",1
"int14_2",-13.4020838493191,3.35325725879425e-15,15,100,"small",0.1,200115,"int12_3","int12_3",1
"int24_1",-14.7415418421486,8.78511919592938e-16,15,100,"small",0.1,200115,"int12_3","int12_3",1
"int13",-17.1604581482133,7.82034034974796e-17,15,100,"small",0.1,200115,"int12_3","int12_3",1
"int14",-19.0660849928559,1.16311439646439e-17,15,100,"small",0.1,200115,"int12_3","int12_3",1
"int34",-19.1196907415694,1.10240646224634e-17,15,100,"small",0.1,200115,"int12_3","int12_3",1
"int24",-19.399246228309,8.33551322918387e-18,15,100,"small",0.1,200115,"int12_3","int12_3",1
"int34_1",-20.4491807770476,2.91710165884211e-18,15,100,"small",0.1,200115,"int12_3","int12_3",1
"int14_3",-21.0772436781759,1.55663686708186e-18,15,100,"small",0.1,200115,"int12_3","int12_3",1
"int13_4",-21.188359887851,1.39293276869267e-18,15,100,"small",0.1,200115,"int12_3","int12_3",1
"int23_4",-33.3963860936213,6.95107123440575e-24,15,100,"small",0.1,200115,"int12_3","int12_3",1
"int123_4",-39.1156623786714,2.28140089766823e-26,15,100,"small",0.1,200115,"int12_3","int12_3",1
"int124_3",-39.2076800126527,2.08084081310841e-26,15,100,"small",0.1,200115,"int12_3","int12_3",1
"int24_3",-46.6125643626826,1.26572233883857e-29,15,100,"small",0.1,200115,"int12_3","int12_3",1
"int34_2",-46.8550864845592,9.9314446332498e-30,15,100,"small",0.1,200115,"int12_3","int12_3",1
"int234_1",-58.2010280736299,1.17363378166001e-34,15,100,"small",0.1,200115,"int12_3","int12_3",1
"int134_2",-63.9043697299083,3.91383751682457e-37,15,100,"small",0.1,200115,"int12_3","int12_3",1
"full",-145.091432566842,2.15530829282561e-72,15,100,"small",0.1,200115,"int12_3","int12_3",1
"int12_3",0.671752896523458,0.999993243579667,16,100,"small",0.1,200116,"int12_3","int12_3",1
"int12_4",-11.2559835218541,6.60460665205609e-06,16,100,"small",0.1,200116,"int12_3","int12_3",1
"int12",-15.2569209400249,1.20854246357529e-07,16,100,"small",0.1,200116,"int12_3","int12_3",1
"null",-16.7648935965185,2.67520896343045e-08,16,100,"small",0.1,200116,"int12_3","int12_3",1
"x1",-18.9097748172233,3.13218663714339e-09,16,100,"small",0.1,200116,"int12_3","int12_3",1
"x3",-19.980768920113,1.07329919433993e-09,16,100,"small",0.1,200116,"int12_3","int12_3",1
"int13_2",-26.7880114422137,1.18678743341368e-12,16,100,"small",0.1,200116,"int12_3","int12_3",1
"int23_1",-27.3804230956782,6.56284015867802e-13,16,100,"small",0.1,200116,"int12_3","int12_3",1
"x2",-31.348578615315,1.24091999209819e-14,16,100,"small",0.1,200116,"int12_3","int12_3",1
"x4",-32.7536490642021,3.04459436170723e-15,16,100,"small",0.1,200116,"int12_3","int12_3",1
"main",-34.6332584414839,4.64756484627958e-16,16,100,"small",0.1,200116,"int12_3","int12_3",1
"int14_2",-39.1134551850473,5.26624105563904e-18,16,100,"small",0.1,200116,"int12_3","int12_3",1
"int13",-42.0557147476851,2.77775310761832e-19,16,100,"small",0.1,200116,"int12_3","int12_3",1
"int24_1",-42.4926316474606,1.79449826804665e-19,16,100,"small",0.1,200116,"int12_3","int12_3",1
"int23",-43.2096651149522,8.7607112271113e-20,16,100,"small",0.1,200116,"int12_3","int12_3",1
"int34",-45.4515147673108,9.30928726586627e-21,16,100,"small",0.1,200116,"int12_3","int12_3",1
"int14",-48.2114302121514,5.89251075336741e-22,16,100,"small",0.1,200116,"int12_3","int12_3",1
"int24",-50.5026724787062,5.95972898179576e-23,16,100,"small",0.1,200116,"int12_3","int12_3",1
"int23_4",-51.509534149889,2.17746931110371e-23,16,100,"small",0.1,200116,"int12_3","int12_3",1
"int34_1",-51.6580872127842,1.87687896651062e-23,16,100,"small",0.1,200116,"int12_3","int12_3",1
"int14_3",-55.0173829790741,6.52398048055841e-25,16,100,"small",0.1,200116,"int12_3","int12_3",1
"int34_2",-55.6701376688237,3.39644740020977e-25,16,100,"small",0.1,200116,"int12_3","int12_3",1
"int13_4",-56.1431778820907,2.11634340345029e-25,16,100,"small",0.1,200116,"int12_3","int12_3",1
"int123_4",-57.8552809533987,3.81969971725332e-26,16,100,"small",0.1,200116,"int12_3","int12_3",1
"int124_3",-58.6883766406362,1.66042920178726e-26,16,100,"small",0.1,200116,"int12_3","int12_3",1
"int24_3",-64.3934406795518,5.52767539345013e-29,16,100,"small",0.1,200116,"int12_3","int12_3",1
"int234_1",-85.9087479710959,2.50359052049418e-38,16,100,"small",0.1,200116,"int12_3","int12_3",1
"int134_2",-86.8327475802203,9.93745939148725e-39,16,100,"small",0.1,200116,"int12_3","int12_3",1
"full",-161.493212706329,3.73806928166366e-71,16,100,"small",0.1,200116,"int12_3","int12_3",1
"int12_3",16.5021227265699,0.999999658015119,17,100,"small",0.1,200117,"int12_3","int12_3",1
"int12_4",1.12281867575061,2.09340360005547e-07,17,100,"small",0.1,200117,"int12_3","int12_3",1
"int12",0.665345715903385,1.3248752423748e-07,17,100,"small",0.1,200117,"int12_3","int12_3",1
"x2",-6.74751806642413,7.99482844248949e-11,17,100,"small",0.1,200117,"int12_3","int12_3",1
"null",-6.82318786392483,7.41218368669542e-11,17,100,"small",0.1,200117,"int12_3","int12_3",1
"int23_1",-10.5543993851738,1.77623980749961e-12,17,100,"small",0.1,200117,"int12_3","int12_3",1
"int13_2",-11.0419303685127,1.09086142126493e-12,17,100,"small",0.1,200117,"int12_3","int12_3",1
"main",-14.7562448453329,2.65866306161683e-14,17,100,"small",0.1,200117,"int12_3","int12_3",1
"x3",-14.9164412300069,2.26511833670239e-14,17,100,"small",0.1,200117,"int12_3","int12_3",1
"x1",-15.7134551079712,1.02082704316957e-14,17,100,"small",0.1,200117,"int12_3","int12_3",1
"x4",-22.8693131791339,7.9653065217355e-18,17,100,"small",0.1,200117,"int12_3","int12_3",1
"int14_2",-25.0050122137423,9.41196248125071e-19,17,100,"small",0.1,200117,"int12_3","int12_3",1
"int24_1",-25.01992061629,9.27268593088572e-19,17,100,"small",0.1,200117,"int12_3","int12_3",1
"int23",-26.4962117007619,2.11865615294465e-19,17,100,"small",0.1,200117,"int12_3","int12_3",1
"int13",-26.9648393886175,1.32598331630778e-19,17,100,"small",0.1,200117,"int12_3","int12_3",1
"int34",-30.5132438139643,3.81492143324718e-21,17,100,"small",0.1,200117,"int12_3","int12_3",1
"int24",-30.5651448595292,3.62197343392173e-21,17,100,"small",0.1,200117,"int12_3","int12_3",1
"int14",-30.6953316956948,3.17984415784858e-21,17,100,"small",0.1,200117,"int12_3","int12_3",1
"int13_4",-44.2644063762594,4.06847430697668e-27,17,100,"small",0.1,200117,"int12_3","int12_3",1
"int124_3",-44.269573210143,4.04750738900841e-27,17,100,"small",0.1,200117,"int12_3","int12_3",1
"int123_4",-46.3888593357211,4.8617584796508e-28,17,100,"small",0.1,200117,"int12_3","int12_3",1
"int14_3",-50.3261404698187,9.48099483771139e-30,17,100,"small",0.1,200117,"int12_3","int12_3",1
"int34_1",-50.391125261419,8.88446690036454e-30,17,100,"small",0.1,200117,"int12_3","int12_3",1
"int34_2",-50.5841938137718,7.32458067473634e-30,17,100,"small",0.1,200117,"int12_3","int12_3",1
"int24_3",-50.6836497164268,6.63116168201727e-30,17,100,"small",0.1,200117,"int12_3","int12_3",1
"int23_4",-50.6912805796767,6.58075277039888e-30,17,100,"small",0.1,200117,"int12_3","int12_3",1
"int134_2",-73.4226329593786,8.83435141161922e-40,17,100,"small",0.1,200117,"int12_3","int12_3",1
"int234_1",-73.8405567901357,5.81664631471486e-40,17,100,"small",0.1,200117,"int12_3","int12_3",1
"full",-152.473061242664,4.12106889538582e-74,17,100,"small",0.1,200117,"int12_3","int12_3",1
"int12_3",-12.0992397262752,0.540320820963988,18,100,"small",0.1,200118,"int12_3","int12_3",1
"null",-12.5616402737923,0.340277863189387,18,100,"small",0.1,200118,"int12_3","int12_3",1
"x1",-14.0715985147151,0.07517391438498,18,100,"small",0.1,200118,"int12_3","int12_3",1
"int12_4",-14.6027525693906,0.0441967047405844,18,100,"small",0.1,200118,"int12_3","int12_3",1
"x2",-22.0547814417295,2.56457185502928e-05,18,100,"small",0.1,200118,"int12_3","int12_3",1
"main",-24.3856676744168,2.49300898064604e-06,18,100,"small",0.1,200118,"int12_3","int12_3",1
"int12",-25.0646216852313,1.26432248796234e-06,18,100,"small",0.1,200118,"int12_3","int12_3",1
"int13_2",-25.8164050679422,5.96159526007344e-07,18,100,"small",0.1,200118,"int12_3","int12_3",1
"int23_1",-25.9013076459998,5.47633196991746e-07,18,100,"small",0.1,200118,"int12_3","int12_3",1
"x3",-27.9828267627801,6.83120786198754e-08,18,100,"small",0.1,200118,"int12_3","int12_3",1
"x4",-28.0549755981548,6.35570394731041e-08,18,100,"small",0.1,200118,"int12_3","int12_3",1
"int24_1",-29.6842924399775,1.2461213749611e-08,18,100,"small",0.1,200118,"int12_3","int12_3",1
"int14_2",-30.4938470823195,5.54594082874244e-09,18,100,"small",0.1,200118,"int12_3","int12_3",1
"int24",-39.5348041695078,6.56957776131564e-13,18,100,"small",0.1,200118,"int12_3","int12_3",1
"int34",-39.9791293275318,4.2127869191218e-13,18,100,"small",0.1,200118,"int12_3","int12_3",1
"int14",-40.2044808138184,3.36279649649421e-13,18,100,"small",0.1,200118,"int12_3","int12_3",1
"int23",-40.2125137816488,3.33589146870745e-13,18,100,"small",0.1,200118,"int12_3","int12_3",1
"int13",-40.3247929897589,2.98160200755139e-13,18,100,"small",0.1,200118,"int12_3","int12_3",1
"int34_1",-58.3916359242763,4.24736398604483e-21,18,100,"small",0.1,200118,"int12_3","int12_3",1
"int13_4",-58.856136644177,2.66925079531422e-21,18,100,"small",0.1,200118,"int12_3","int12_3",1
"int14_3",-58.8713405468712,2.62897471857564e-21,18,100,"small",0.1,200118,"int12_3","int12_3",1
"int23_4",-68.8533763611792,1.21518762289252e-25,18,100,"small",0.1,200118,"int12_3","int12_3",1
"int24_3",-68.8605469648171,1.20650516055355e-25,18,100,"small",0.1,200118,"int12_3","int12_3",1
"int34_2",-68.8803268934007,1.18287504605709e-25,18,100,"small",0.1,200118,"int12_3","int12_3",1
"int124_3",-71.6054803136524,7.75210733439869e-27,18,100,"small",0.1,200118,"int12_3","int12_3",1
"int123_4",-72.2817141419605,3.94216826187162e-27,18,100,"small",0.1,200118,"int12_3","int12_3",1
"int234_1",-81.8591998282826,2.73077534454633e-31,18,100,"small",0.1,200118,"int12_3","int12_3",1
"int134_2",-85.586689789789,6.56837064399038e-33,18,100,"small",0.1,200118,"int12_3","int12_3",1
"full",-176.051004596142,3.38302277769066e-72,18,100,"small",0.1,200118,"int12_3","int12_3",1
"null",-10.2692085228149,0.980848024197676,19,100,"small",0.1,200119,"int12_3","null",0
"int12_3",-14.858420112834,0.00996626548200387,19,100,"small",0.1,200119,"int12_3","null",0
"x2",-15.1447234513326,0.0074850118405792,19,100,"small",0.1,200119,"int12_3","null",0
"x1",-16.627318220694,0.0016994553721623,19,100,"small",0.1,200119,"int12_3","null",0
"x3",-24.2528007640071,8.29095912502006e-07,19,100,"small",0.1,200119,"int12_3","null",0
"int12_4",-25.4313577269946,2.55131444781354e-07,19,100,"small",0.1,200119,"int12_3","null",0
"x4",-25.9168733136707,1.57002745962784e-07,19,100,"small",0.1,200119,"int12_3","null",0
"int12",-30.6946335719459,1.3211506178947e-09,19,100,"small",0.1,200119,"int12_3","null",0
"int23_1",-31.7944653199959,4.39846836769604e-10,19,100,"small",0.1,200119,"int12_3","null",0
"int24_1",-33.9033716276822,5.33844903222019e-11,19,100,"small",0.1,200119,"int12_3","null",0
"main",-34.3309421487365,3.48115677905818e-11,19,100,"small",0.1,200119,"int12_3","null",0
"int13_2",-34.5846679345842,2.70104533847063e-11,19,100,"small",0.1,200119,"int12_3","null",0
"int14_2",-37.6406383969856,1.27157144147782e-12,19,100,"small",0.1,200119,"int12_3","null",0
"int24",-46.6101929279631,1.61775491330005e-16,19,100,"small",0.1,200119,"int12_3","null",0
"int23",-47.1928517398418,9.03373238032355e-17,19,100,"small",0.1,200119,"int12_3","null",0
"int13",-50.1443000349923,4.72138604942702e-18,19,100,"small",0.1,200119,"int12_3","null",0
"int34",-50.2698608902975,4.16427235520637e-18,19,100,"small",0.1,200119,"int12_3","null",0
"int14",-50.2716802875004,4.15670277785299e-18,19,100,"small",0.1,200119,"int12_3","null",0
"int24_3",-56.0170929719181,1.3290702798569e-20,19,100,"small",0.1,200119,"int12_3","null",0
"int23_4",-56.4199033955844,8.88402152939469e-21,19,100,"small",0.1,200119,"int12_3","null",0
"int13_4",-60.4839045852387,1.52628737269738e-22,19,100,"small",0.1,200119,"int12_3","null",0
"int14_3",-60.6226376053684,1.32857270602698e-22,19,100,"small",0.1,200119,"int12_3","null",0
"int34_2",-60.8190751483651,1.091625281509e-22,19,100,"small",0.1,200119,"int12_3","null",0
"int34_1",-60.9610369536337,9.47153473936252e-23,19,100,"small",0.1,200119,"int12_3","null",0
"int124_3",-71.5635860803799,2.35392042143208e-27,19,100,"small",0.1,200119,"int12_3","null",0
"int123_4",-76.1445901606514,2.41149842716608e-29,19,100,"small",0.1,200119,"int12_3","null",0
"int234_1",-91.254465680663,6.60923847528206e-36,19,100,"small",0.1,200119,"int12_3","null",0
"int134_2",-97.131642597467,1.85236223515559e-38,19,100,"small",0.1,200119,"int12_3","null",0
"full",-179.211487865562,4.17736133703321e-74,19,100,"small",0.1,200119,"int12_3","null",0
"null",-6.6318133292088,0.924591612800677,20,100,"small",0.1,200120,"int12_3","null",0
"x1",-9.13828880338836,0.075405232274571,20,100,"small",0.1,200120,"int12_3","null",0
"x2",-19.4616421188695,2.47757096267924e-06,20,100,"small",0.1,200120,"int12_3","null",0
